Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-1374,81750,Trim Strip Stab Displacement Color,In Requirement Review,,,,,,,,MFD-518,,,,,"The Trim Strip shall display Left and Right Stab Actuator Displacement on the Trim Position Indicator as shown:
||Actuator||Color of Displacement||
|Primary|Green|
|Secondary|Yellow|

!image-2022-09-28-13-22-53-994.png!",
Requirement,DMFDREQ-1373,81749,Trim Strip Left Stab Displacement,In Requirement Review,,,DMFDREQ-1913,,,,,MFD-517,,,,,"The Trim Strip shall display Left Stab Actuator Displacement as shown:
||L_PRI_STAB_ACT_POS_FIELD_DIRECTOR||L_SEC_STAB_ACT_POS_FIELD_DIRECTOR||Image||
|0|0|!image-2025-07-02-09-57-50-339.png!|
|2|2|!image-2025-07-02-09-54-22-286.png!|
|2|6|!image-2025-07-02-09-54-53-683.png!|
|6|6|!image-2025-07-02-09-55-42-101.png!|
|8|4|!image-2025-07-02-09-56-50-115.png|width=27,height=95!|
|4|8|!image-2025-07-02-10-03-44-086.png!|",
Requirement,DMFDREQ-314,75000,Active CentralComputer Selection,New Requirement,,,,,,,,,,,,,"The MFD shall determine the active Central Computer as follows:
||Condition||Active Central Computer||Displayed Text||
|CC_A_SOFTWARE_STATE = 2|CC A|FCC A|
|CC_B_SOFTWARE_STATE = 2|CC B|FCC B|
|All other conditions|CC C|FCC C|",
Requirement,DMFDREQ-409,77921,Trim Strip Roll Boost Indicator,In Requirement Review,,,,,,,,,,,,,"The trim strip shall display the roll boost status from the Active Central Computer (as determined by DMFDREQ-314) as follows:
||RB_STATE||Image||
|0|!image-2025-05-07-06-53-56-159.png!|
|1|!image-2025-05-07-06-53-46-307.png!|",
Requirement,DMFDREQ-1241,81617,Roll Trim Calculation,New Requirement,,,,,,,,MFD-4490,,,,,"The MFD shall calculate Roll Trim as follows:

0.5 * ((L_PRI + L_SEC)  - (R_PRI + R_SEC))

Where:
 * L_PRI is the L PRI STAB field director position reported in degrees by the active CC (as determined by DMFDREQ-314)
 * L_SEC is the L SEC STAB field director position reported in degrees by the active CC (as determined by DMFDREQ-314)
 * R_PRI is the R PRI STAB field director position reported in degrees by the active CC (as determined by DMFDREQ-314)
 * R_SEC is the R SEC STAB field director position reported in degrees by the active CC (as determined by DMFDREQ-314)",
Requirement,DMFDREQ-424,80800,Trim Strip Roll,In Requirement Review,,,,,,,,MFD-1034,,,,,"The Trim Strip shall display the Total STAB Roll in Degrees (as calculated by DMFDREQ-1241) with L or R (where positive values are R and negative values are L) on the Roll Indicator with 4 characters including 1 decimal precision.

 

 
||Roll Trim||Text||Suffix||Image||
|0|0.0|R|!image-2025-07-02-09-30-35-458.png!|
|2|2.0|R|!image-2025-07-02-09-31-14-606.png!|
|4|4.0|R|!image-2025-07-02-09-31-54-328.png!|
|-2|2.0|L|!image-2025-07-02-09-32-40-342.png!|
|-4|4.0|L|!image-2025-07-02-09-32-56-562.png!|

 ",
Requirement,DMFDREQ-1746,82166,Feather HANDLE and LOCK HANDLE CAS Messages Internal State Machine,Review Deprecation Request,,,,,,,,,,,,,"The MFD shall compute the state ship (SS2-Unity) for the purpose of throwing the FEATHER HANDLE and LOCK HANDLE CAS Messages according to the following state diagram:

 

!image-2023-03-09-11-34-59-693.png!

 

Where:
 * IsLocked is True IF:
 ** Both DAU5 and DAU6 are valid AND [(L_FEATHER_LOCK_POSITION_SWITCH=1 && R_FEATHER_LOCK_POSITION_SWITCH=1) OR (L_FEATHER_UNLOCK_POSITION_SWITCH=0 && R_FEATHER_UNLOCK_POSITION_SWITCH=0)]
 ** Only DAU5 is valid AND [L_FEATHER_LOCK_POSITION_SWITCH=1  OR L_FEATHER_UNLOCK_POSITION_SWITCH=0]
 ** Only DAU6 is valid AND [R_FEATHER_LOCK_POSITION_SWITCH=1  OR R_FEATHER_UNLOCK_POSITION_SWITCH=0]
 * Left_OKTOLOCK is True IF:
 ** DAU5 Valid AND L_FEATHER_OK_TO_LOCK_SWITCH = 1
 * Right_OKTOLOCK is True IF:
 ** DAU6 Valid AND R_FEATHER_OK_TO_LOCK_SWITCH = 1

 

visio: [^Feather-Lock-Handle-CAS-internal-state.vsdx]

 ",
Requirement,DMFDREQ-630,81006,FEATHER HANDLE CAS Message,Review Deprecation Request,,,,,,,,MFD-1333,,,,,"MFD shall annunciate ""FEATHER HANDLE"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|Not Okay to Lock > 20s (armed) then Okay to Lock, then not Okay to Lock
(feather moving again after Okay to Lock)|0.0|0.5|YES| |

Where ""Okay to Lock"" state is defined per DMFDREQ-1746.",
Requirement,DMFDREQ-1660,82037,FEATHER UNSAFE CAS Message,Review Deprecation Request,,,,,,,,MFD-965,,,,,"MFD shall annunciate ""FEATHER UNSAFE"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Feather is Up And (Left Lock Not Open OR Right Lock Not Open )|0.0|0.5|NO| |",
Requirement,DMFDREQ-629,81005, FEATHER DELTA P CAS Message,Review Deprecation Request,,,,,,,,MFD-1332,,,,,"MFD shall annunciate ""FEATHER DELTA P"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|The Difference between the Left and Right FeatherForce (as calculated per DMFDREQ-1752)  is greater than 32000 lbs|0.5|0.5|YES| |

 ",
Requirement,DMFDREQ-1683,82060,CTRL SURFC Trim Ok To Lock,In Requirement Review,,,,,,,,MFD-997,,,,,"The CTRL SURFC Page Trim Panel shall display OK TO LOCK FTHR across the feather position bar as follows:
||L_FEATHER_UNLOCK_POSITION_SWITCH||R_FEATHER_UNLOCK_POSITION_SWITCH||Image||
|1|1|!image-2025-07-02-11-22-34-586.png!|
|1|0|!image-2025-07-02-11-23-06-351.png!|
|0|1|!image-2025-07-02-11-23-06-351.png!|",
Requirement,DMFDREQ-1682,82059,Trim Strip Feather Secondary Position,In Requirement Review,,,,,,,,MFD-996,,,,,"The Trim Strip shall display the Feather Secondary Position as a Cyan Dot between the white indicator bars of the position bar.

 

!image-2022-09-28-13-19-54-516.png!",
Requirement,DMFDREQ-1680,82057,Trim Strip Left Feather Lock Position,In Requirement Review,,,,,,,,MFD-994,,,,,"The Trim Strip shall display the Left Feather Lock Position as shown:
||Position Bar State||Position||Color||Image||
|Fully Locked|Vertical|White|!image-2022-09-29-14-20-33-664.png!|
|Transitioning|30 degrees inclined|Yellow|!image-2022-09-29-14-21-02-197.png!|
|Fully Open|60 degrees inclined|White|!image-2022-09-29-14-20-21-972.png!|",
Requirement,DMFDREQ-1679,82056,Trim Strip Right Feather Lock Position,In Requirement Review,,,,,,,,MFD-993,,,,,"The Trim Strip shall display the Right Feather Lock Position as shown:
||Position Bar State||Position||Color||Image||
|Fully Locked|Vertical|White|!image-2022-09-29-14-22-23-598.png!|
|Transitioning|30 degrees inclined|Yellow|!image-2022-09-29-14-22-01-704.png!|
|Fully Open|60 degrees inclined|White|!image-2022-09-29-14-22-10-824.png!|",
Requirement,DMFDREQ-1909,84387,Primary Cabin Delta Pressure Calculation,In Requirement Review,,,,,,,,DMFDREQ-1747,DMFDREQ-579,,,,"The MFD shall Calculate the Primary Cabin Delta Pressure as follows:
 * if Using ADC SRC (L or R or ESIS)
 ** if primary ECS Pressure is Valid 
 *** cabinDeltaP = (PRIMARY_ECS_PRESSURE / 10000.0) -  (ADC_STATIC_PRESSURE * 0.014503773773021)
 * if Using INS SRC (L or R)
 ** if primary ECS Pressure is Valid 
 *** cabinDeltaP = (PRIMARY_ECS_PRESSURE / 10000.0) - GetPFromAlt(L/R_INS_PVA_HEIGHT * (1.0/144.0))

_where:_
 * GetPFromAlt() function is defined per DMFDREQ-1896
 * ADC_STATIC_PRESSURE is defined per DMFDREQ-1904",
Requirement,DMFDREQ-1908,84386,Emergency Cabin Delta Pressure Calculation,In Requirement Review,,,,,,,,DMFDREQ-1747,DMFDREQ-579,,,,"The MFD shall Calculate the Emergency Cabin Delta Pressure as follows:
 * if Using ADC SRC (L or R or ESIS)
 ** if backup ECS Pressure Valid
 *** cabinDeltaP = (EMERGENCY_ECS_PRESSURE / 10000.0) - (ADC_STATIC_PRESSURE * 0.014503773773021)
 * if Using INS SRC (L or R)
 ** if backup ECS Pressure Valid
 *** cabinDeltaP = (EMERGENCY_ECS_PRESSURE / 10000.0) - GetPFromAlt(L/R_INS_PVA_HEIGHT * (1.0/144.0))

_where:_
 * GetPFromAlt() function is defined per DMFDREQ-1896
 * ADC_STATIC_PRESSURE is defined per DMFDREQ-1904",
Requirement,DMFDREQ-1527,81903,ECS TEMPS Right Brake Pressure,In Requirement Review,,,,,,,,MFD-720,,,,,The ECS TEMPS page shall display the Right Brake Pressure in psi with up to 5 characters in White.,
Requirement,DMFDREQ-618,80994,ECS TEMPS Left Window Temp Source,In Requirement Review,,,,,,,,MFD-1310,,,,,"The ECS TEMPS page shall display the Left Window Temperature as shown:
||Temperature Sensor Used||Left Window TC1 Fault Status||Left Window TC2 Fault Status||
|Left Window TC1 Analog Out|Not Faulted|N/A|
|Left Window TC2 Analog Out|Open|Not Faulted|
|<Red X> displayed|Open|Open|",
Requirement,DMFDREQ-880,81256,ECS TEMPS Left Window Temp,In Requirement Review,,,,,,,,MFD-173,,,,,"The ECS TEMPS page shall display the Left Window Temp in degC with up to 5 characters using the following colors:

 
||Color||Condition or CAS Message||
|Red|""WINDOW L TEMP HI"" CAS Warning|
|Yellow|""WINDOW L TEMP HI"" CAS Caution|
|Green|None of the above|

 

 ",
Requirement,DMFDREQ-1525,81901,ECS TEMPS Right Brake Temp,In Requirement Review,,,,,,,,MFD-717,,,,,"The ECS TEMPS page shall display the Right Brake Temp in degC with up to 5 characters using the following colors:

 
||Color||Condition or CAS Message||
|Red|""BRAKE R TEMP HI"" CAS Warning|
|Yellow|""BRAKE R TEMP HI"" CAS Caution|
|Green|None of the above|

 ",
Requirement,DMFDREQ-838,81214,ECS TEMPS Left Wingtip Temp,In Requirement Review,,,,,,,,MFD-169,,,,,The ECS TEMPS page shall display the Left Wingtip Temp in degC as a signed integer with up to 5 characters in Green.,
Requirement,DMFDREQ-322,75241,COM-COM COM 1 Channel Spacing Display,In Requirement Review,,,,,,,,,,,,,"The COM-COM Page shall display the COM 1 Channel Spacing as 8.33 kHz or 25 kHz in the COM Menu. 
||NAVCOM1_REPORTED_CHANNEL_SPACING||Spacing||Image||
|0|8.33 khz|!8khz.PNG!|
|1|25 khz|!25khz.PNG!|",
Requirement,DMFDREQ-1226,81602,Mach Number Calculation,New Requirement,,,,,,,,MFD-4282,,,,,"The MFD shall calculate the Mach Number as follows:

 
||Active CC (DMFDREQ-314)||Displayed Air Data (DMFDREQ-318)||Mach Data ID||Mach Validity Data ID||
|CC A|ADC L|CC_A_L_ADC_MACH|CC_A_L_ADC_MACH_VALID|
|CC A|ADC R|CC_A_R_ADC_MACH|CC_A_R_ADC_MACH_VALID|
|CC A|ADC ESIS|CC_A_ESIS_ADC_MACH|CC_A_ESIS_ADC_MACH_VALID|
|CC A|INS L|CC_A_L_EGI_ADC_MACH|CC_A_L_EGI_ADC_MACH_VALID|
|CC A|INS R|CC_A_R_EGI_ADC_MACH|CC_A_R_EGI_ADC_MACH_VALID|
|CC B|ADC L|CC_B_L_ADC_MACH|CC_B_L_ADC_MACH_VALID|
|CC B|ADC R|CC_B_R_ADC_MACH|CC_B_R_ADC_MACH_VALID|
|CC B|ADC ESIS|CC_B_ESIS_ADC_MACH|CC_B_ESIS_ADC_MACH_VALID|
|CC B|INS L|CC_B_L_EGI_ADC_MACH|CC_B_L_EGI_ADC_MACH_VALID|
|CC B|INS R|CC_B_R_EGI_ADC_MACH|CC_B_R_EGI_ADC_MACH_VALID|
|CC C|ADC L|CC_C_L_ADC_MACH|CC_C_L_ADC_MACH_VALID|
|CC C|ADC R|CC_C_R_ADC_MACH|CC_C_R_ADC_MACH_VALID|
|CC C|ADC ESIS|CC_C_ESIS_ADC_MACH|CC_C_ESIS_ADC_MACH_VALID|
|CC C|INS L|CC_C_L_EGI_ADC_MACH|CC_C_L_EGI_ADC_MACH_VALID|
|CC C|INS R|CC_C_R_EGI_ADC_MACH|CC_C_R_EGI_ADC_MACH_VALID|",
Requirement,DMFDREQ-451,80827,RKT CTN Injector Face Temp TT-V2,In Requirement Review,,,,,,,,MFD-107,,,,,"The RKT CTN page shall display the TT-V2 Injector Face Temp in degC as a signed integer with up to 3 characters using the following colors:
 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_V2_INJECTOR_FACE_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RCU_SHUTDOWN_CAUSE is equal to RCU_SHUTDOWN_TT_V2_INJECTOR_FACE|
|White|No|RMC is valid AND
RMC_TT_V2_INJECTOR_FACE_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_V2_INJECTOR_FACE_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-483,80859,RKT CTN Nozzle Temp TT-N1,In Requirement Review,,,,,,,,MFD-111,,,,,"The RKT CTN page shall display the TT-N1 Nozzle Temp in degC as a signed integer with up to 4 characters using the following colors:
 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_N1_NOZZLE_1_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_N1_NOZZLE_1_DEGC|
|White|No|RMC is valid AND
RMC_TT_N1_NOZZLE_1_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_N1_NOZZLE_1_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-488,80864,RKT CTN Nozzle Temp TT-N3,In Requirement Review,,,,,,,,MFD-113,,,,,"The RKT CTN page shall display the TT-N3 Nozzle Temp in degC as a signed integer with up to 4 characters using the following colors:
 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_N3_NOZZLE_3_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_N3_NOZZLE_3_DEGC |
|White|No|RMC is valid AND
RMC_TT_N3_NOZZLE_3_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_N3_NOZZLE_3_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-334,75536,RKT CTN Breach Detect Table,In Requirement Review,,,,,,,,,,,,,"The RKT CTN page shall display the Breach Reader 'breached' and 'faulted' discrete values in a table with the following behavior:
||Cell Fill Color||Condition||
|BLACK|Value is 0|
|WHITE|Value is 1|

!bds.PNG!",
Requirement,DMFDREQ-447,80823,RKT CTN Injector Upstream Pressure PT-V2,In Requirement Review,,,,,,,,MFD-106,,,,,"The RKT CTN page shall display the Injector Upstream Pressure PT-V2 in psi as a signed integer with up to 3 characters using the following colors:

 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_PT_V2_INJECTOR_UPSTREAM_PSIA sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_PT_V2_INJECTOR_UPSTREAM_PSIA|
|White|No|RMC is valid AND
RMC_PT_V2_INJECTOR_UPSTREAM_PSIA sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_PT_V2_INJECTOR_UPSTREAM_PSIA sensor status is Unused or Faulted|",
Requirement,DMFDREQ-1905,83552,RKT CTN Missing Data,In Requirement Review,,,,,,,,DMFDREQ-786,,,,,"The RKT ALL page shall show a red X when data is unavailable (RMC data unavailable or PROTOCOL VERSION does not match DMFDREQ-1239) for the CTN sensors and red filled table cells for the Breach Detect System

!image-2025-06-25-16-17-26-759.png|width=1045,height=713!",
Requirement,DMFDREQ-948,81324,COM 1 Label Color,In Requirement Review,,,,,,,,MFD-2335,,,,,"The COM Radio Panel shall display the COM 1 Label in Green with a Gray background when the COM COM page is active.

!image-2023-03-16-16-15-40-797.png!

The COM Radio Panel shall display the COM 1 Label in White with a Black background when the COM XPDR page is active.

!image-2023-03-16-16-16-00-536.png!",
Requirement,DMFDREQ-914,81290,COM Page Radio Panel,In Requirement Review,,,,,,,,MFD-1994,,,,,The COM Page shall display the COM Radio Panel,
Requirement,DMFDREQ-950,81326,COM 2 Frequency Unavailable,In Requirement Review,,,,,,,,MFD-2341,,,,,"The COM Radio Panel shall display a red box with COM 2 text if the COM 2 frequency is unavailable or invalid.

!image-2022-01-27-20-50-43-385.png!",
Requirement,DMFDREQ-945,81321,COM 1 Status,In Requirement Review,,,,,,,,MFD-232,,,,,"The COM Radio Panel shall display the COM 1 Status next to the frequency when appropriate using these letters and colors as shown:
||NAVCOM1_COM_STATUS||Status||Letter||Color||
|0|Intercom|    I|White|
|1|Receiving|    R|White|
|4|Transmitting|    T|White|
|5|Stuck Mic|    T|Yellow|

 ",
Requirement,DMFDREQ-323,75242,COM-COM COM 2 Channel Spacing Display,In Requirement Review,,,,,,,,,,,,,"The COM-COM Page shall display the COM 1 Channel Spacing as 8.33 kHz or 25 kHz in the COM Menu. 
||NAVCOM2_REPORTED_CHANNEL_SPACING||Spacing||Image||
|0|8.33 khz|!8khz.PNG!|
|1|25 khz|!25khz.PNG!|",
Requirement,DMFDREQ-472,80848,RKT CTN Case Temp TT-M3,Review Deprecation Request,,,,,,,,MFD-110,,,,,"The RKT CTN page shall display the TT-M3 Case Temp in degC with up to 4 signed integer characters using the following colors:

 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_M3_CASE_3_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_M3_CASE_3_DEGC |
|White|No|RMC is valid AND
RMC_TT_M3_CASE_3_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_M3_CASE_3_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-980,81356, RKT CTN Nozzle Temp TT-N4,Review Deprecation Request,,,,,,,,MFD-2560,,,,,"The RKT CTN page shall display the TT-N4 Nozzle Temp in degC as a signed integer with up to 4 characters using the following colors:
 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_N4_NOZZLE_4_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_N4_NOZZLE_4_DEGC |
|White|No|RMC is valid AND
RMC_TT_N4_NOZZLE_4_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_N4_NOZZLE_4_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-454,80830,RKT CTN Case Temp TT-M1,Review Deprecation Request,,,,,,,,MFD-108,,,,,"The RKT CTN page shall display the TT-M1 Case Temp in degC with up to 4 signed integer characters using the following colors:
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_M1_CASE_1_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_M1_CASE_1_DEGC |
|White|No|RMC is valid AND
RMC_TT_M1_CASE_1_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_M1_CASE_1_DEGC sensor status is Unused or Faulted|

 ",
Requirement,DMFDREQ-464,80840,RKT CTN Case Temp TT-M2,Review Deprecation Request,,,,,,,,MFD-109,,,,,"The RKT CTN page shall display the TT-M2 Case Temp in degC as a signed integer with up to 4 characters using the following colors:
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_M2_CASE_2_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_M2_CASE_2_DEGC |
|White|No|RMC is valid AND
RMC_TT_M2_CASE_2_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_M2_CASE_2_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-487,80863,RKT CTN Nozzle Temp TT-N2,Review Deprecation Request,,,,,,,,MFD-112,,,,,"The RKT CTN page shall display the TT-N2 Nozzle Temp in degC as a signed integer with up to 4 characters using the following colors:
 
||Text Color||Invalid Flag||Condition||
|Red|No|RMC_TT_N2_NOZZLE_2_DEGC sensor status is Under Limit or Over Limit|
|Red|No|RMCAbortSourceGroup is equal to RMC_ANALOG_SENSORS_GROUP AND
RMCAbortIndex is equal to RMC_TT_N2_NOZZLE_2_DEGC |
|White|No|RMC is valid AND
RMC_TT_N2_NOZZLE_2_DEGC sensor status is Nominal AND
RMC protocol versions matches MFD RMC protocol version|
|N/A|Yes|RMC_TT_N2_NOZZLE_2_DEGC sensor status is Unused or Faulted|",
Requirement,DMFDREQ-620,80996,ECS TEMPS Left Window Sensor Fault Display,In Requirement Review,,,,,,,,MFD-1313,,,,,"The ECS TEMPS page shall display the following Faults next to the Left Window temperature box when active as shown:
||Temperature Sensor Faulted||Fault Message on ECS Temps Page||Image||
|Left Window TC1|TC1 FAULT L|!TC1_FAULT_L.png|thumbnail!|
|Left Window TC2|TC2 FAULT L|!TC2_FAULT_L.png|thumbnail!|
|Left Window TC1
Left Window TC2|TC1 FAULT L
TC2 FAULT L|!TC1_2_FAULT_L.png|thumbnail!|
|Left Window TC1 fault invalid
Left Window TC2 fault invalid| |!image-2022-02-16-13-44-43-097.png!|

Faults that are invalid are not displayed.",
Requirement,DMFDREQ-621,80997,ECS TEMPS Right Window Sensor Fault Display,In Requirement Review,,,,,,,,MFD-1314,,,,,"The ECS TEMPS page shall display the following Faults next to the Right Window temperature box when active as shown:
||Temperature Sensor Faulted||Fault Message on ECS Temps Page||Image||
|Right Window TC1|TC1 FAULT R|!TC1_FAULT_R.png|thumbnail!|
|Right Window TC2|TC2 FAULT R|!TC2_FAULT_R.png|thumbnail!|
|Right Window TC1
Right Window TC2| TC1 FAULT R
 TC2 FAULT R|!TC1_2_FAULT_R.png|thumbnail!|
|Right Window TC1 fault invalid
Right Window TC2 fault invalid| |!image-2022-02-16-13-43-13-865.png!|

Faults that are invalid are not displayed.",
Requirement,DMFDREQ-828,81204,ECS TEMPS Bleed Air Inlet Temp,In Requirement Review,,,,,,,,MFD-168,,,,,"The ECS TEMPS page shall display the Bleed Air Inlet Temp in degC as a signed integer with up to 4 characters using the following colors:

 
||Color||Condition or CAS Message||
|Yellow|""BLEED AIR TEMP"" CAS Caution|
|Green|None of the above|

 ",
Requirement,DMFDREQ-619,80995,ECS TEMPS Right Window Temp Source,In Requirement Review,,,,,,,,MFD-1311,,,,,"The ECS TEMPS page shall display the Right Window Temperature as shown:
||Temperature Sensor Used||Right Window TC1 Fault Status||Right Window TC2 Fault Status||
|Right Window TC1 Analog Out|Not Faulted|N/A|
|Right Window TC2 Analog Out|Open|Not Faulted|
|<Red X> displayed|Open|Open|",
Requirement,DMFDREQ-869,81245,ECS TEMPS Nose Gear Temp,In Requirement Review,,,,,,,,MFD-172,,,,,"The ECS TEMPS page shall display the Nose Gear Temp in degC as a signed integer with up to 4 characters using the following colors:

 
||Text Color||Background Color||Condition or CAS Message||Image||
|Black|Yellow|""NOSE GEAR TEMP"" CAS Caution|!image-2022-02-16-08-45-51-456.png!|
|Green|Black|None of the above|!image-2022-02-16-08-46-20-039.png!|

 ",
