Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-826,81202,FBW FCC SPDBRK LS2 INVALID,Review Deprecation Request,,,,,,,,MFD-1678,,,,,The FBW FCC page shall display the SPDBRK LS2 INVALID fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-840,81216,FBW FCC Page Formatting,Review Deprecation Request,,,,,,,,MFD-1692,,,,,"The FBW FCC page shall be formatted as shown:

!image-2022-12-06-14-29-50-509.png!",
Requirement,DMFDREQ-830,81206,FBW FCC SEC ROLL TRIM,Review Deprecation Request,,,,,,,,MFD-1681,,,,,The FBW FCC page shall display the SEC ROLL TRIM fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-829,81205,FBW FCC SPDBRK LS INVALID,Review Deprecation Request,,,,,,,,MFD-1680,,,,,The FBW FCC page shall display the SPDBRK LS INVALID fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-819,81195,FBW FCC P5V RANGE,Review Deprecation Request,,,,,,,,MFD-1671,,,,,The FBW FCC page shall display the P5V RANGE fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-821,81197,FBW FCC P26VDC RANGE,Review Deprecation Request,,,,,,,,MFD-1673,,,,,The FBW FCC page shall display the P26VDC RANGE fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-812,81188,FBW FCC RDR BRK AMP DSAGREE 1,Review Deprecation Request,,,,,,,,MFD-1665,,,,,The FBW FCC page shall display the RDR BRK AMP DSAGREE 1 fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-822,81198,FBW FCC P5V LN RANGE,Review Deprecation Request,,,,,,,,MFD-1674,,,,,The FBW FCC page shall display the P5V LN RANGE fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-801,81177,FBW FCC Fault P10V ISO P RANGE,Review Deprecation Request,,,,,,,,MFD-1655,,,,,The FBW FCC page shall display P10V ISO P RANGE fault status (as determined by DMFDREQ-1734) from FCC A and FCC B.,
Requirement,DMFDREQ-823,81199,FBW FCC P6.6V RANGE,Review Deprecation Request,,,,,,,,MFD-1675,,,,,The FBW FCC Page shall display the P6.6V RANGE  fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-816,81192,FBW FCC N5V RANGE,Review Deprecation Request,,,,,,,,MFD-1669,,,,,The FBW FCC page shall display the N5V RANGE fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-807,81183,FBW FCC LS TRIM STUCK,Review Deprecation Request,,,,,,,,MFD-1660,,,,,The FBW FCC page shall display the LS TRIM STUCK fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-834,81210,FBW FCC LS ROLL TRIM,Review Deprecation Request,,,,,,,,MFD-1685,,,,,The FBW FCC page shall display the LS ROLL TRIM fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-839,81215,FBW FCC Faults Clear,Review Deprecation Request,,,,,,,,MFD-1691,,,,,The FBW FCC Page shall provide a FCC CLR FAULTS softkey R4 which when pressed will clear FCC Faults.,
Requirement,DMFDREQ-810,81186,FBW FCC RDR BRK AMP DSAGREE 3,Review Deprecation Request,,,,,,,,MFD-1663,,,,,The FBW FCC page shall display the RDR BRK AMP DSAGREE 3  fault status (as determined by DMFDREQ-1734) From FCC A and FCC B.,
Requirement,DMFDREQ-1885,82817,COM-COM COM 1 Squelch Test Control,In Requirement Review,,,DMFDREQ-1886,,,,,DMFDREQ-1884,,,,,The COM-COM Page shall request a COM 1 squelch test when the R4 button is pressed while the COM 1 menu is active.,
Requirement,DMFDREQ-327,75248,COM-COM COM 2 Channel Spacing Control,In Requirement Review,,,,,,,,,,,,,"The COM-COM Page shall update the COM2 CHANNEL_SPACING using the right inner knob while the COM 2 Spacing menu is active (magenta)

!image-2025-06-16-10-44-35-302.png!",
Requirement,DMFDREQ-326,75247,COM-COM COM 1 Channel Spacing Control,In Requirement Review,,,,,,,,,,,,,"The COM-COM Page shall update the COM1 CHANNEL_SPACING using the right inner knob while the COM 1 Spacing menu is active (magenta)

!image-2025-06-16-09-55-23-463.png!",
Requirement,DMFDREQ-1101,81477,COM-COM COM 2 Squelch Level Control,In Requirement Review,,,,,,,,MFD-321,,,,,"The COM-COM Page shall update the COM2 SQUELCH_THRESHOLD using the right inner knob while the COM 2 Squelch menu is active (magenta)

!image-2025-06-16-09-52-38-270.png!",
Requirement,DMFDREQ-1102,81478,COM-COM COM 1 Squelch Level Control,In Requirement Review,,,,,,,,MFD-322,,,,,"The COM-COM Page shall update the COM1 SQUELCH_THRESHOLD using the right inner knob while the COM 1 Squelch menu is active (magenta)

!image-2025-06-16-09-53-07-084.png!",
Requirement,DMFDREQ-1881,82812,COM-COM COM 2 Monitor Mode Control,In Requirement Review,,,,,,,,DMFDREQ-965,,,,,"The COM-COM Page shall update the COM2 MONITOR_MODE using the right inner knob while the COM 2 Monitor menu is active (magenta)

!image-2025-06-16-10-26-08-804.png!",
Requirement,DMFDREQ-1880,82811,COM-COM COM 1 Monitor Mode Control,In Requirement Review,,,,,,,,DMFDREQ-951,,,,,"The COM-COM Page shall update the COM1 MONITOR_MODE using the right inner knob while the COM 1 Monitor menu is active (magenta)

!image-2025-06-16-10-24-37-923.png!

 

 ",
Requirement,DMFDREQ-1883,82815,COM-COM COM 2 Volume Level Control,In Requirement Review,,,,,,,,DMFDREQ-964,,,,,"The COM-COM Page shall update the COM2 VOLUME_LEVEL using the right inner knob while the COM 2 Volume menu is active (magenta)

!image-2025-06-16-10-33-30-041.png!",
Requirement,DMFDREQ-1882,82813,COM-COM COM 1 Volume Level Control,In Requirement Review,,,,,,,,DMFDREQ-949,,,,,"The COM-COM Page shall update the COM1 VOLUME_LEVEL using the right inner knob while the COM 1 Volume menu is active (magenta)

!image-2025-06-16-10-31-01-003.png!",
Requirement,DMFDREQ-1923,84709,CTRL RCS Backup Roll Left Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1915,,,,,"The CTRL RCS Page shall display the Backup Roll Left Thruster Icon as follows
||Roll Command from active CC (DMFDREQ-314)||BACKUP_RCS_L_ROLL_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-08-44-44-477.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-08-44-44-477.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-08-44-30-312.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-08-44-20-330.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-08-43-58-537.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-08-43-45-047.png!|Firing|",
Requirement,DMFDREQ-1924,84710,CTRL RCS Backup Roll Right Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1915,,,,,"The CTRL RCS Page shall display the Backup Roll Right Thruster Icon as follows
||Roll Command from active CC (DMFDREQ-314)||BACKUP_RCS_R_ROLL_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-08-46-43-268.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-08-46-43-268.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-08-47-05-606.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-08-46-56-155.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-08-46-34-422.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-08-46-25-115.png!|Firing|",
Requirement,DMFDREQ-1915,84701,CTRL RCS Backup Yaw Left Thruster Indication,In Requirement Review,,,DMFDREQ-1922,DMFDREQ-1923,DMFDREQ-1924,DMFDREQ-1925,,DMFDREQ-1914,,,,,"The CTRL RCS Page shall display the Backup Yaw Left Thruster Icon as follows
||Yaw Command  from active CC (DMFDREQ-314)||BACKUP_RCS_L_YAW_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-07-57-27-155.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-07-57-27-155.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-07-57-58-182.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-07-57-41-328.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-07-56-59-407.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-07-57-12-222.png!|Firing|",
Requirement,DMFDREQ-1922,84708,CTRL RCS Backup Yaw Right Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1915,,,,,"The CTRL RCS Page shall display the Backup Yaw Right Thruster Icon as follows
||Yaw Command from active CC (DMFDREQ-314)||BACKUP_RCS_R_YAW_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-08-41-26-339.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-08-41-26-339.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-08-41-49-130.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-08-41-38-171.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-08-41-04-049.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-08-41-14-684.png!|Firing|",
Requirement,DMFDREQ-1921,84707,CTRL RCS Backup Pitch Down Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1914,,,,,"The CTRL RCS Page shall display the Backup Pitch Down Thruster Icon as follows
||Pitch Command from active CC (DMFDREQ-314)||BACKUP_RCS_DOWN_PITCH_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-08-53-40-701.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-08-53-40-701.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-08-53-20-325.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-08-53-31-131.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-08-53-51-086.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-08-54-00-245.png!|Firing|",
Requirement,DMFDREQ-1925,84711,CTRL RCS Backup Pitch Up Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1915,,,,,"The CTRL RCS Page shall display the Backup Pitch Up Thruster Icon as follows
||Pitch Command  from active CC (DMFDREQ-314)||BACKUP_RCS_UP_PITCH_VALVE_POS||Backup RCS is enabled (DMFDREQ-1372)||Icon||Icon Color||Image||Description||
|0|0|false|None|N/A| | |
|0|1|false|Hollow|Yellow|!image-2025-07-03-08-57-49-593.png!|Valve Fault|
|1|1|false|Hollow|Yellow|!image-2025-07-03-08-57-49-593.png!|Valve Fault|
|1|0|true|Hollow|Red|!image-2025-07-03-08-57-26-666.png!|Valve Fail|
|0|1|true|Filled|Red|!image-2025-07-03-08-57-38-072.png!|Uncommanded|
|1|0|false|Hollow|Cyan|!image-2025-07-03-08-57-58-959.png!|Passive|
|1|1|true|Filled|Cyan|!image-2025-07-03-08-58-07-096.png!|Firing|",
Requirement,DMFDREQ-1148,81524,CTRL RCS Backup Right Roll Thruster,New Requirement,,,,,,,,MFD-3432,,,,,"The CTRL RCS Page shall display the Backup Right Roll Thruster as follows:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Cyan|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Cyan|Filled|",
Requirement,DMFDREQ-1150,81526,CTRL RCS Backup Pitch Down Thruster,New Requirement,,,,,,,,MFD-3434,,,,,"The CTRL RCS Page shall display the Backup Pitch Down Thruster as follows:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Cyan|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Cyan|Filled|",
Requirement,DMFDREQ-1149,81525,CTRL RCS Backup Pitch Up Thruster,New Requirement,,,,,,,,MFD-3433,,,,,"The CTRL RCS Page shall display the Backup Pitch Up Thruster as follows:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Cyan|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Cyan|Filled|",
Requirement,DMFDREQ-1147,81523,CTRL RCS Backup Left Roll Thruster,New Requirement,,,,,,,,MFD-3431,,,,,"The CTRL RCS Page shall display the Backup Left Roll Thruster as follows:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Cyan|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Cyan|Filled|",
Requirement,DMFDREQ-1146,81522,CTRL RCS Backup Right Yaw Thruster,New Requirement,,,,,,,,MFD-3430,,,,,"The CTRL RCS Page shall display the Backup Right Yaw Thruster as follows:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Cyan|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Cyan|Filled|",
Requirement,DMFDREQ-1128,81504,CTRL RCS Backup Left Yaw Thruster,New Requirement,,,,,,,,MFD-3358,,,,,"The CTRL RCS Page shall display Thruster Malfunction Indications using thruster icons on the RCS diagram under these conditions:
||Valve Fire Command||Valve Position||Backup System Status
(as determined by DMFDREQ-1372)||Icon Color||Icon Fill||Image||
|Closed|Closed|N/A|None|None|!image-2022-05-31-13-28-15-565.png|width=38,height=23!|
|Closed|Open|Not Pressurized|Yellow|Hollow|!image-2022-05-31-13-23-24-117.png!|
|Open|Closed|Pressurized|Red|Hollow| |
|Open|Closed|Not Pressurized|Cyan|Hollow|!image-2022-05-31-13-20-19-038.png!|
|Closed|Open|Pressurized|Red|Filled|!image-2022-05-31-13-27-35-427.png!|
|Open|Open|Pressurized|Cyan|Filled|!image-2022-05-31-13-26-50-798.png!|",
Requirement,DMFDREQ-1916,84702,CTRL RCS Primary Roll Left Thruster Indication,In Requirement Review,,,DMFDREQ-1917,,,,,DMFDREQ-1914,,,,,"The CTRL RCS Page shall display the Primary Roll Left Thruster Icon as follows
||Yaw Command  from active CC (DMFDREQ-314)||PRIMARY_RCS_L_ROLL_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-08-07-33-531.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-08-07-33-531.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-08-06-38-384.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-08-07-48-927.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-08-07-09-368.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-08-07-21-433.png!|Firing|",
Requirement,DMFDREQ-1144,81520,CTRL RCS Primary Pitch Down Thruster Indication,In Requirement Review,,,,,,,,MFD-3429,,,,,"The CTRL RCS Page shall display the Primary Pitch Down Thruster Icon as follows
||Pitch Command from active CC (DMFDREQ-314)||PRIMARY_RCS_DOWN_PITCH_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-08-54-56-523.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-08-54-56-523.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-08-55-19-825.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-08-55-09-509.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-08-54-47-677.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-08-54-39-536.png!|Firing|",
Requirement,DMFDREQ-1914,84700,CTRL RCS Primary Yaw Left Thruster Indication,In Requirement Review,,,DMFDREQ-1915,DMFDREQ-1916,DMFDREQ-1918,DMFDREQ-1920,DMFDREQ-1921,DMFDREQ-1350,,,,,"The CTRL RCS Page shall display the Primary Yaw Left Thruster Icon as follows
||Yaw Command  from active CC (DMFDREQ-314)||PRIMARY_RCS_L_YAW_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-07-42-26-571.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-07-42-26-571.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-07-46-27-180.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-07-43-21-439.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-07-47-47-888.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-07-44-02-251.png!|Firing|",
Requirement,DMFDREQ-1917,84703,CTRL RCS Primary Roll Right Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1916,,,,,"The CTRL RCS Page shall display the Primary Roll Right Thruster Icon as follows
||Roll Command from active CC (DMFDREQ-314)||PRIMARY_RCS_R_ROLL_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-08-13-14-708.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-08-13-14-708.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-08-13-39-361.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-08-13-28-274.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-08-12-50-916.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-08-13-04-651.png!|Firing|",
Requirement,DMFDREQ-1918,84704,CTRL RCS Primary Yaw Right Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1914,,,,,"The CTRL RCS Page shall display the Primary Yaw Left Thruster Icon as follows
||Yaw Command  from active CC (DMFDREQ-314)||PRIMARY_RCS_R_YAW_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-08-20-21-793.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-08-20-21-793.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-08-19-56-766.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-08-20-08-859.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-08-20-47-394.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-08-20-34-497.png!|Firing|",
Requirement,DMFDREQ-1920,84706,CTRL RCS Primary Pitch Up Thruster Indication,In Requirement Review,,,,,,,,DMFDREQ-1914,,,,,"The CTRL RCS Page shall display the Primary Pitch Up Thruster Icon as follows
||Pitch Command from active CC (DMFDREQ-314)||PRIMARY_RCS_UP_PITCH_VALVE_POS||PRIMARY_RCS_ENABLE_VALVE||Icon||Icon Color||Image||Description||
|0|0|0|None|N/A| | |
|0|1|0|Hollow|Yellow|!image-2025-07-03-08-31-06-017.png!|Valve Fault|
|1|1|0|Hollow|Yellow|!image-2025-07-03-08-31-06-017.png!|Valve Fault|
|1|0|1|Hollow|Red|!image-2025-07-03-08-31-25-744.png!|Valve Fail|
|0|1|1|Filled|Red|!image-2025-07-03-08-31-16-226.png!|Uncommanded|
|1|0|0|Hollow|Magenta|!image-2025-07-03-08-30-55-466.png!|Passive|
|1|1|1|Filled|Magenta|!image-2025-07-03-08-30-45-984.png!|Firing|",
Requirement,DMFDREQ-1121,81497,CTRL RCS Primary Left Yaw Thruster,New Requirement,,,,,,,,MFD-3318,,,,,"The CTRL RCS Page shall display the Primary Left Yaw Thruster as follows:
||Valve Command||Valve Position||Primary Status
(as determined by DMFDREQ-1371)||Icon Color||Icon Fill||Image||
|Closed|Closed|N/A|None|None|!image-2022-05-31-12-58-06-828.png!|
|Closed|Open|Disabled|Yellow|Hollow|!image-2022-05-31-12-59-25-561.png!|
|Open|Closed|Enabled|Red|Hollow|!image-2022-05-31-12-56-13-669.png!|
|Open|Closed|Disabled|Magenta|Hollow|!image-2022-05-31-12-55-40-107.png!|
|Closed|Open|Enabled|Red|Filled|!image-2022-05-31-12-59-57-137.png!|
|Open|Open|Enabled|Magenta|Filled|!image-2022-05-31-13-00-50-442.png!|",
Requirement,DMFDREQ-1143,81519,CTRL RCS Primary Pitch Up Thruster,New Requirement,,,,,,,,MFD-3428,,,,,"The CTRL RCS Page shall display the Primary Pitch Up Thruster as follows:
||Valve Command||Valve Fire Command||Valve Position||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Magenta|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Magenta|Filled|",
Requirement,DMFDREQ-1142,81518,CTRL RCS Primary Right Roll Thruster,New Requirement,,,,,,,,MFD-3427,,,,,"The CTRL RCS Page shall display the Primary Right Roll Thruster as follows:
||Valve Command||Valve Fire Command||Valve Position||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Magenta|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Magenta|Filled|",
Requirement,DMFDREQ-1141,81517,CTRL RCS Primary Left Roll Thruster,New Requirement,,,,,,,,MFD-3426,,,,,"The CTRL RCS Page shall display the Primary Left Roll Thruster as follows:
||Valve Command||Valve Fire Command||Valve Position||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Magenta|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Magenta|Filled|",
Requirement,DMFDREQ-1140,81516,CTRL RCS Primary Right Yaw Thruster,New Requirement,,,,,,,,MFD-3425,,,,,"The CTRL RCS Page shall display the Primary Right Yaw Thruster as follows:
||Valve Command||Valve Fire Command||Valve Position||Icon Color||Icon Fill||
|Closed|Closed|N/A|None|None|
|Closed|Open|Not Pressurized|Yellow|Hollow|
|Open|Closed|Pressurized|Red|Hollow|
|Open|Closed|Not Pressurized|Magenta|Hollow|
|Closed|Open|Pressurized|Red|Filled|
|Open|Open|Pressurized|Magenta|Filled|",
Requirement,DMFDREQ-1738,82158,Backup RCS Impulse Required Calculation,Not approved,,,,,,,,,,,,,"The MFD shall calculated the Backup RCS Impulse Required as follow:

Backup_RCS_ImpulseRequired = abs(rollImpulseReq) + abs(pitchImpulseReq) + abs(yawImpulseReq)

Where:
 * rollImpulseReq = ((DEG2RAD * *L/R_INS_PROCESSED_IMU_FILTERED_GYRO_X* * IXX) / PSI2PSF / EARTH_G_FT / RCS_ROLL_MOMENT_ARM)
 * pitchImpulseReq = ((DEG2RAD * *L/R_INS_PROCESSED_IMU_FILTERED_GYRO_Y* * IYY) / PSI2PSF / EARTH_G_FT / RCS_PITCH_MOMENT_ARM)
 * yawImpulseReq = ((DEG2RAD * *L/R_INS_PROCESSED_IMU_FILTERED_GYRO_Z* * IZZ) / PSI2PSF / EARTH_G_FT / RCS_YAW_MOMENT_ARM)
 * DEG2RAD = 0.017453292519943295769236907684886 // in degrees to radians
 * IXX = 138434936.0
 * IYY = 298335494.0
 * IZZ = 320912967.0
 * PSI2PSF = 144.0              // in lb/in^2 to lb/ft^2
 * EARTH_G_FT =  32.17405      // [ft/s^2] Earth's gravity
 * RCS_ROLL_MOMENT_ARM = (135.0 / 12.0)
 * RCS_PITCH_MOMENT_ARM = (305.0 / 12.0)
 * RCS_YAW_MOMENT_ARM = (305.0 / 12.0)",
Requirement,DMFDREQ-1740,82160,RCS Impulse Required Calculation,New Requirement,,,,,,,,,,,,,"The MFD shall calculate the RCS Impulse Required as follows:

PRIMARY_RCS_Impulse_Required = abs(rollImpulseReq) + abs(pitchImpulseReq) + abs(yawImpulseReq)

Where:
 * rollImpulseReq = ((DEG2RAD * *L/R_INS_CORRIMU_PITCH_RATE* * IXX) / PSI2PSF / EARTH_G_FT / RCS_ROLL_MOMENT_ARM)
 * pitchImpulseReq = ((DEG2RAD * *L/R_INS_CORRIMU_ROLL_RATE* * IYY) / PSI2PSF / EARTH_G_FT / RCS_PITCH_MOMENT_ARM)
 * yawImpulseReq = ((DEG2RAD  ** L/R_INS_CORRIMU_YAW_RATE{{*}}{*} IZZ) / PSI2PSF / EARTH_G_FT / RCS_YAW_MOMENT_ARM)
 * DEG2RAD = 0.017453292519943295769236907684886 // in degrees to radians
 * IXX = 138434936.0
 * IYY = 298335494.0
 * IZZ = 320912967.0
 * PSI2PSF = 144.0              // in lb/in^2 to lb/ft^2
 * EARTH_G_FT =  32.17405      // [ft/s^2] Earth's gravity
 * RCS_ROLL_MOMENT_ARM = (135.0 / 12.0)
 * RCS_PITCH_MOMENT_ARM = (305.0 / 12.0)
 * RCS_YAW_MOMENT_ARM = (305.0 / 12.0)",
Requirement,DMFDREQ-1377,81753,Trim Strip Stab Neutral Point Marker,In Requirement Review,,,,,,,,MFD-521,,,,,"The Trim Strip shall display Left and Right Neutral Point Markers as a White Horizontal line on the Trim Position Indicator.

 

!image-2025-07-02-11-15-14-241.png!

 

Image Note: Backup string pots are also at 0 degrees.",
